delta;pwm;rpm
2244;51;0
2248;51;0
2252;51;0
2256;51;0
2260;51;0
2264;51;0
2268;51;0
2272;51;0
2276;51;0
2280;51;0
2284;51;0
2288;51;0
2292;51;0
2296;51;0
2300;51;0
2304;51;0
2308;51;0
2312;51;0
2316;51;0
2320;51;0
2324;51;0
2328;51;0
2332;51;0
2336;51;0
2340;51;0
2344;51;0
2348;51;0
2352;51;0
2356;51;0
2360;51;0
2364;51;0
2368;51;0
2372;51;0
2376;51;0
2380;51;0
2384;51;0
2388;51;0
2392;51;0
2396;51;0
2400;51;0
2404;51;0
2408;51;0
2412;51;0
2416;51;0
2420;51;0
2424;51;0
2428;51;0
2432;51;0
2436;51;0
2440;51;0
2444;51;0
2448;51;0
2452;51;0
2456;51;0
2460;51;0
2464;51;0
2468;51;0
2472;51;0
2476;51;0
2480;51;0
2484;51;0
2488;51;0
2492;51;0
2496;51;0
2500;51;0
2504;51;0
2508;51;0
2512;51;0
2516;51;0
2520;51;0
2524;51;0
2528;51;0
2532;51;0
2536;51;0
2540;51;0
2544;51;0
2548;51;0
2552;51;0
2556;51;0
2560;51;0
2564;51;0
2568;51;0
2572;51;0
2576;51;0
2580;51;0
2584;51;0
2588;51;0
2592;51;0
2596;51;0
2600;51;0
2604;51;0
2608;51;0
2612;51;0
2616;51;0
2620;51;0
2624;51;0
2628;51;0
2632;51;0
2636;51;0
2640;51;0
2644;51;0
2648;51;0
2652;51;0
2656;51;0
2660;51;0
2664;51;0
2668;51;0
2672;51;0
2676;51;0
2680;51;0
2684;51;0
2688;51;0
2692;51;0
2696;51;0
2700;51;0
2704;51;0
2708;51;0
2712;51;0
2716;51;0
2720;51;0
2724;51;0
2728;51;0
2732;51;0
2736;51;0
2740;51;0
2744;51;0
2748;51;0
2752;51;0
2756;51;0
2760;51;0
2764;51;0
2768;51;0
2772;51;0
2776;51;0
2780;51;0
2784;51;0
2788;51;0
2792;51;0
2796;51;0
2800;51;0
2804;51;0
2808;51;0
2812;51;0
2816;51;0
2820;51;0
2824;51;0
2828;51;0
2832;51;0
2836;51;0
2840;51;0
2844;51;0
2848;51;0
2852;51;0
2856;51;0
2860;51;0
2864;51;0
2868;51;0
2872;51;0
2876;51;0
2880;51;0
2884;51;0
2888;51;0
2892;51;0
2896;51;0
2900;51;0
2904;51;0
2908;51;0
2912;51;0
2916;51;0
2920;51;0
2924;51;0
2928;51;0
2932;51;0
2936;51;0
2940;51;0
2944;51;0
2948;51;0
2952;51;0
2956;51;0
2960;51;0
2964;51;0
2968;51;0
2972;51;0
2976;51;0
2980;51;0
2984;51;0
2988;51;0
2992;51;0
2996;51;0
3000;51;0
3004;51;0
3008;51;0
3012;51;0
3016;51;0
3020;51;0
3024;51;0
3028;51;0
3032;51;0
3036;51;0
3040;51;0
3044;51;0
3048;51;0
3052;51;0
3056;51;0
3060;51;0
3064;51;0
3068;51;0
3072;51;0
3076;51;0
3080;51;0
3084;51;0
3088;51;0
3092;51;0
3096;51;0
3100;51;0
3104;51;0
3108;51;0
3112;51;0
3116;51;0
3120;51;0
3124;51;0
3128;51;0
3132;51;0
3136;51;0
3140;51;0
3144;51;0
3148;51;0
3152;51;0
3156;51;0
3160;51;0
3164;51;0
3168;51;0
3172;51;0
3176;51;0
3180;51;0
3184;51;0
3188;51;0
3192;51;0
3196;51;0
3200;51;0
3204;51;0
3208;51;0
3212;51;0
3216;51;0
3220;51;0
3224;51;0
3228;51;0
3232;51;0
3236;51;0
3240;51;0
3244;51;0
3248;51;0
3252;51;0
3256;51;0
3260;51;0
3264;51;0
3268;51;0
3272;51;0
3276;51;0
3280;51;0
3284;51;0
3288;51;0
3292;51;0
3296;51;0
3300;51;0
3304;51;0
3308;51;0
3312;51;0
3316;51;0
3320;51;0
3324;51;0
3328;51;0
3332;51;0
3336;51;0
3340;51;0
3344;51;0
3348;51;0
3352;51;0
3356;51;0
3360;51;0
3364;51;0
3368;51;0
3372;51;0
3376;51;0
3380;51;0
3384;51;0
3388;51;0
3392;51;0
3396;51;0
3400;51;0
3404;51;0
3408;51;0
3412;51;0
3416;51;0
3420;51;0
3424;51;0
3428;51;0
3432;51;0
3436;51;0
3440;51;0
3444;51;0
3448;51;0
3452;51;0
3456;51;0
3460;51;0
3464;51;0
3468;51;0
3472;51;0
3476;51;0
3480;51;0
3484;51;0
3488;51;0
3492;51;0
3496;51;0
3500;51;0
3504;51;0
3508;51;0
3512;51;0
3516;51;0
3520;51;0
3524;51;0
3528;51;0
3532;51;0
3536;51;0
3540;51;0
3544;51;0
3548;51;0
3552;51;0
3556;51;0
3560;51;0
3564;51;0
3568;51;0
3572;51;0
3576;51;0
3580;51;0
3584;51;0
3588;51;0
3592;51;0
3596;51;0
3600;51;0
3604;51;0
3608;51;0
3612;51;0
3616;51;0
3620;51;0
3624;51;0
3628;51;0
3632;51;0
3636;51;0
3640;51;0
3644;51;0
3648;51;0
3652;51;0
3656;51;0
3660;51;0
3664;51;0
3668;51;0
3672;51;0
3676;51;0
3680;51;0
3684;51;0
3688;51;0
3692;51;0
3696;51;0
3700;51;0
3704;51;0
3708;51;0
3712;51;0
3716;51;0
3720;51;0
3724;51;0
3728;51;0
3732;51;0
3736;51;0
3740;51;0
3744;51;0
3748;51;0
3752;51;0
3756;51;0
3760;51;0
3764;51;0
3768;51;0
3772;51;0
3776;51;0
3780;51;0
3784;51;0
3788;51;0
3792;51;0
3796;51;0
3800;51;0
3804;51;0
3808;51;0
3812;51;0
3816;51;0
3820;51;0
3824;51;0
3828;51;0
3832;51;0
3836;51;0
3840;51;0
3844;51;0
3848;51;0
3852;51;0
3856;51;0
3860;51;0
3864;51;0
3868;51;0
3872;51;0
3876;51;0
3880;51;0
3884;51;0
3888;51;0
3892;51;0
3896;51;0
3900;51;0
3904;51;0
3908;51;0
3912;51;0
3916;51;0
3920;51;0
3924;51;0
3928;51;0
3932;51;0
3936;51;0
3940;51;0
3944;51;0
3948;51;0
3952;51;0
3956;51;0
3960;51;0
3964;51;0
3968;51;0
3972;51;0
3976;51;0
3980;51;0
3984;51;0
3988;51;0
3992;51;0
3996;51;0
4000;51;0
4004;102;0
4008;102;0
4012;102;3
4016;102;0
4020;102;3
4024;102;0
4028;102;3
4032;102;3
4036;102;0
4040;102;6
4044;102;12
4048;102;3
4052;102;21
4056;102;6
4060;102;6
4064;102;3
4068;102;6
4072;102;9
4076;102;6
4080;102;6
4084;102;6
4088;102;6
4092;102;3
4096;102;15
4100;102;18
4104;102;9
4108;102;6
4112;102;9
4116;102;6
4120;102;33
4124;102;9
4128;102;18
4132;102;24
4136;102;9
4140;102;18
4144;102;9
4148;102;15
4152;102;9
4156;102;36
4160;102;9
4164;102;18
4168;102;12
4172;102;12
4176;102;12
4180;102;15
4184;102;18
4188;102;12
4192;102;12
4196;102;12
4200;102;18
4204;102;15
4208;102;12
4212;102;36
4216;102;15
4220;102;27
4224;102;27
4228;102;12
4232;102;27
4236;102;18
4240;102;24
4244;102;18
4248;102;24
4252;102;15
4256;102;18
4260;102;18
4264;102;24
4268;102;21
4272;102;18
4276;102;18
4280;102;15
4284;102;24
4288;102;18
4292;102;21
4296;102;18
4300;102;18
4304;102;24
4308;102;33
4312;102;15
4316;102;30
4320;102;21
4324;102;27
4328;102;18
4332;102;36
4336;102;18
4340;102;36
4344;102;18
4348;102;27
4352;102;33
4356;102;27
4360;102;18
4364;102;24
4368;102;33
4372;102;30
4376;102;21
4380;102;21
4384;102;18
4388;102;24
4392;102;27
4396;102;39
4400;102;33
4404;102;33
4408;102;30
4412;102;27
4416;102;24
4420;102;21
4424;102;21
4428;102;24
4432;102;36
4436;102;33
4440;102;27
4444;102;27
4448;102;21
4452;102;51
4456;102;27
4460;102;24
4464;102;36
4468;102;27
4472;102;24
4476;102;39
4480;102;24
4484;102;42
4488;102;27
4492;102;27
4496;102;39
4500;102;63
4504;102;24
4508;102;42
4512;102;30
4516;102;33
4520;102;33
4524;102;30
4528;102;33
4532;102;27
4536;102;45
4540;102;30
4544;102;27
4548;102;24
4552;102;48
4556;102;27
4560;102;30
4564;102;39
4568;102;39
4572;102;33
4576;102;24
4580;102;42
4584;102;39
4588;102;33
4592;102;45
4596;102;24
4600;102;24
4604;102;51
4608;102;36
4612;102;24
4616;102;45
4620;102;48
4624;102;24
4628;102;33
4632;102;51
4636;102;39
4640;102;30
4644;102;33
4648;102;54
4652;102;54
4656;102;36
4660;102;24
4664;102;27
4668;102;42
4672;102;63
4676;102;30
4680;102;30
4684;102;27
4688;102;27
4692;102;33
4696;102;48
4700;102;48
4704;102;54
4708;102;54
4712;102;48
4716;102;30
4720;102;27
4724;102;27
4728;102;27
4732;102;33
4736;102;27
4740;102;33
4744;102;36
4748;102;36
4752;102;33
4756;102;24
4760;102;36
4764;102;27
4768;102;36
4772;102;33
4776;102;42
4780;102;33
4784;102;69
4788;102;57
4792;102;66
4796;102;45
4800;102;42
4804;102;30
4808;102;30
4812;102;27
4816;102;27
4820;102;36
4824;102;51
4828;102;51
4832;102;42
4836;102;30
4840;102;27
4844;102;33
4848;102;45
4852;102;48
4856;102;54
4860;102;27
4864;102;27
4868;102;39
4872;102;33
4876;102;57
4880;102;33
4884;102;27
4888;102;45
4892;102;48
4896;102;57
4900;102;27
4904;102;39
4908;102;54
4912;102;45
4916;102;33
4920;102;30
4924;102;36
4928;102;57
4932;102;48
4936;102;33
4940;102;48
4944;102;63
4948;102;39
4952;102;27
4956;102;39
4960;102;57
4964;102;33
4968;102;33
4972;102;60
4976;102;30
4980;102;36
4984;102;54
4988;102;48
4992;102;36
4996;102;33
5000;102;57
5004;102;36
5008;102;30
5012;102;51
5016;102;39
5020;102;30
5024;102;45
5028;102;51
5032;102;30
5036;102;45
5040;102;45
5044;102;30
5048;102;48
5052;102;42
5056;102;36
5060;102;48
5064;102;39
5068;102;30
5072;102;60
5076;102;36
5080;102;27
5084;102;60
5088;102;30
5092;102;48
5096;102;45
5100;102;33
5104;102;42
5108;102;54
5112;102;33
5116;102;48
5120;102;36
5124;102;39
5128;102;51
5132;102;30
5136;102;51
5140;102;39
5144;102;48
5148;102;48
5152;102;36
5156;102;48
5160;102;42
5164;102;39
5168;102;42
5172;102;36
5176;102;54
5180;102;36
5184;102;33
5188;102;57
5192;102;30
5196;102;51
5200;102;33
5204;102;45
5208;102;39
5212;102;36
5216;102;57
5220;102;33
5224;102;48
5228;102;39
5232;102;33
5236;102;60
5240;102;33
5244;102;54
5248;102;30
5252;102;54
5256;102;36
5260;102;30
5264;102;51
5268;102;30
5272;102;63
5276;102;36
5280;102;51
5284;102;39
5288;102;48
5292;102;36
5296;102;48
5300;102;45
5304;102;30
5308;102;60
5312;102;36
5316;102;42
5320;102;51
5324;102;42
5328;102;57
5332;102;33
5336;102;51
5340;102;30
5344;102;48
5348;102;36
5352;102;54
5356;102;33
5360;102;63
5364;102;30
5368;102;60
5372;102;36
5376;102;39
5380;102;54
5384;102;30
5388;102;60
5392;102;36
5396;102;48
5400;102;30
5404;102;57
5408;102;33
5412;102;60
5416;102;36
5420;102;48
5424;102;39
5428;102;39
5432;102;42
5436;102;42
5440;102;42
5444;102;39
5448;102;54
5452;102;48
5456;102;39
5460;102;39
5464;102;51
5468;102;39
5472;102;45
5476;102;36
5480;102;45
5484;102;30
5488;102;48
5492;102;33
5496;102;63
5500;102;27
5504;102;60
5508;102;27
5512;102;51
5516;102;33
5520;102;48
5524;102;39
5528;102;39
5532;102;51
5536;102;36
5540;102;48
5544;102;39
5548;102;51
5552;102;39
5556;102;54
5560;102;42
5564;102;51
5568;102;42
5572;102;45
5576;102;45
5580;102;42
5584;102;42
5588;102;57
5592;102;39
5596;102;54
5600;102;39
5604;102;57
5608;102;39
5612;102;48
5616;102;30
5620;102;51
5624;102;30
5628;102;48
5632;102;30
5636;102;45
5640;102;33
5644;102;51
5648;102;33
5652;102;45
5656;102;33
5660;102;45
5664;102;33
5668;102;42
5672;102;33
5676;102;51
5680;102;33
5684;102;45
5688;102;36
5692;102;51
5696;102;36
5700;102;45
5704;102;33
5708;102;51
5712;102;39
5716;102;45
5720;102;33
5724;102;48
5728;102;33
5732;102;54
5736;102;33
5740;102;51
5744;102;33
5748;102;48
5752;102;42
5756;102;45
5760;102;33
5764;102;45
5768;102;33
5772;102;51
5776;102;30
5780;102;60
5784;102;36
5788;102;54
5792;102;33
5796;102;54
5800;102;30
5804;102;57
5808;102;30
5812;102;45
5816;102;36
5820;102;45
5824;102;30
5828;102;54
5832;102;30
5836;102;48
5840;102;30
5844;102;42
5848;102;30
5852;102;54
5856;102;30
5860;102;54
5864;102;30
5868;102;42
5872;102;33
5876;102;42
5880;102;36
5884;102;48
5888;102;30
5892;102;54
5896;102;30
5900;102;54
5904;102;30
5908;102;54
5912;102;30
5916;102;54
5920;102;30
5924;102;48
5928;102;30
5932;102;57
5936;102;33
5940;102;51
5944;102;30
5948;102;51
5952;102;36
5956;102;48
5960;102;33
5964;102;54
5968;102;30
5972;102;54
5976;102;30
5980;102;45
5984;102;30
5988;102;48
5992;102;36
5996;102;51
6000;102;30
6004;153;51
6008;153;45
6012;153;60
6016;153;57
6020;153;51
6024;153;51
6028;153;54
6032;153;42
6036;153;45
6040;153;51
6044;153;42
6048;153;48
6052;153;42
6056;153;48
6060;153;54
6064;153;57
6068;153;45
6072;153;51
6076;153;54
6080;153;63
6084;153;63
6088;153;60
6092;153;57
6096;153;63
6100;153;57
6104;153;48
6108;153;63
6112;153;51
6116;153;51
6120;153;69
6124;153;60
6128;153;54
6132;153;60
6136;153;66
6140;153;63
6144;153;51
6148;153;54
6152;153;63
6156;153;69
6160;153;57
6164;153;69
6168;153;60
6172;153;57
6176;153;60
6180;153;54
6184;153;72
6188;153;51
6192;153;69
6196;153;60
6200;153;78
6204;153;48
6208;153;60
6212;153;57
6216;153;63
6220;153;66
6224;153;69
6228;153;48
6232;153;69
6236;153;57
6240;153;69
6244;153;63
6248;153;63
6252;153;78
6256;153;60
6260;153;60
6264;153;69
6268;153;48
6272;153;66
6276;153;57
6280;153;54
6284;153;66
6288;153;69
6292;153;57
6296;153;69
6300;153;48
6304;153;69
6308;153;69
6312;153;63
6316;153;54
6320;153;54
6324;153;69
6328;153;75
6332;153;60
6336;153;48
6340;153;63
6344;153;57
6348;153;66
6352;153;69
6356;153;90
6360;153;57
6364;153;63
6368;153;60
6372;153;54
6376;153;69
6380;153;78
6384;153;75
6388;153;66
6392;153;48
6396;153;66
6400;153;60
6404;153;75
6408;153;57
6412;153;60
6416;153;78
6420;153;72
6424;153;63
6428;153;63
6432;153;63
6436;153;57
6440;153;63
6444;153;75
6448;153;78
6452;153;75
6456;153;57
6460;153;54
6464;153;60
6468;153;72
6472;153;66
6476;153;66
6480;153;60
6484;153;84
6488;153;54
6492;153;63
6496;153;99
6500;153;63
6504;153;57
6508;153;57
6512;153;63
6516;153;69
6520;153;69
6524;153;54
6528;153;72
6532;153;66
6536;153;69
6540;153;81
6544;153;78
6548;153;78
6552;153;63
6556;153;60
6560;153;54
6564;153;63
6568;153;66
6572;153;66
6576;153;66
6580;153;57
6584;153;63
6588;153;84
6592;153;54
6596;153;69
6600;153;66
6604;153;66
6608;153;78
6612;153;66
6616;153;60
6620;153;57
6624;153;63
6628;153;66
6632;153;69
6636;153;69
6640;153;57
6644;153;57
6648;153;69
6652;153;72
6656;153;87
6660;153;78
6664;153;87
6668;153;69
6672;153;69
6676;153;66
6680;153;63
6684;153;51
6688;153;63
6692;153;72
6696;153;69
6700;153;72
6704;153;69
6708;153;60
6712;153;63
6716;153;66
6720;153;72
6724;153;57
6728;153;75
6732;153;69
6736;153;87
6740;153;75
6744;153;63
6748;153;54
6752;153;60
6756;153;57
6760;153;72
6764;153;60
6768;153;63
6772;153;54
6776;153;57
6780;153;66
6784;153;66
6788;153;63
6792;153;66
6796;153;63
6800;153;90
6804;153;81
6808;153;66
6812;153;66
6816;153;57
6820;153;69
6824;153;54
6828;153;51
6832;153;66
6836;153;72
6840;153;63
6844;153;60
6848;153;66
6852;153;72
6856;153;78
6860;153;66
6864;153;69
6868;153;87
6872;153;63
6876;153;81
6880;153;54
6884;153;57
6888;153;66
6892;153;63
6896;153;72
6900;153;60
6904;153;72
6908;153;51
6912;153;66
6916;153;81
6920;153;63
6924;153;75
6928;153;84
6932;153;78
6936;153;84
6940;153;69
6944;153;69
6948;153;69
6952;153;48
6956;153;69
6960;153;75
6964;153;81
6968;153;72
6972;153;78
6976;153;72
6980;153;81
6984;153;78
6988;153;57
6992;153;87
6996;153;78
7000;153;78
7004;153;72
7008;153;60
7012;153;57
7016;153;72
7020;153;66
7024;153;63
7028;153;66
7032;153;60
7036;153;57
7040;153;69
7044;153;72
7048;153;60
7052;153;87
7056;153;81
7060;153;69
7064;153;63
7068;153;66
7072;153;72
7076;153;57
7080;153;63
7084;153;66
7088;153;69
7092;153;69
7096;153;78
7100;153;75
7104;153;63
7108;153;63
7112;153;90
7116;153;81
7120;153;78
7124;153;60
7128;153;57
7132;153;69
7136;153;63
7140;153;72
7144;153;57
7148;153;60
7152;153;60
7156;153;63
7160;153;81
7164;153;75
7168;153;93
7172;153;72
7176;153;75
7180;153;66
7184;153;57
7188;153;72
7192;153;57
7196;153;69
7200;153;75
7204;153;66
7208;153;63
7212;153;72
7216;153;84
7220;153;63
7224;153;81
7228;153;102
7232;153;69
7236;153;66
7240;153;69
7244;153;63
7248;153;78
7252;153;63
7256;153;66
7260;153;60
7264;153;69
7268;153;63
7272;153;72
7276;153;96
7280;153;84
7284;153;84
7288;153;66
7292;153;57
7296;153;63
7300;153;51
7304;153;72
7308;153;78
7312;153;69
7316;153;75
7320;153;78
7324;153;66
7328;153;72
7332;153;78
7336;153;72
7340;153;90
7344;153;75
7348;153;54
7352;153;60
7356;153;75
7360;153;69
7364;153;63
7368;153;66
7372;153;60
7376;153;84
7380;153;87
7384;153;60
7388;153;96
7392;153;81
7396;153;81
7400;153;66
7404;153;63
7408;153;66
7412;153;60
7416;153;69
7420;153;72
7424;153;63
7428;153;54
7432;153;72
7436;153;87
7440;153;69
7444;153;87
7448;153;96
7452;153;60
7456;153;63
7460;153;66
7464;153;72
7468;153;72
7472;153;69
7476;153;60
7480;153;69
7484;153;72
7488;153;75
7492;153;93
7496;153;87
7500;153;90
7504;153;60
7508;153;69
7512;153;60
7516;153;63
7520;153;75
7524;153;72
7528;153;66
7532;153;63
7536;153;84
7540;153;78
7544;153;57
7548;153;93
7552;153;81
7556;153;60
7560;153;60
7564;153;72
7568;153;60
7572;153;72
7576;153;69
7580;153;66
7584;153;75
7588;153;75
7592;153;69
7596;153;90
7600;153;75
7604;153;69
7608;153;60
7612;153;66
7616;153;60
7620;153;72
7624;153;69
7628;153;57
7632;153;60
7636;153;72
7640;153;78
7644;153;75
7648;153;84
7652;153;78
7656;153;57
7660;153;54
7664;153;69
7668;153;63
7672;153;75
7676;153;60
7680;153;69
7684;153;78
7688;153;90
7692;153;90
7696;153;87
7700;153;84
7704;153;60
7708;153;69
7712;153;63
7716;153;63
7720;153;75
7724;153;66
7728;153;63
7732;153;72
7736;153;75
7740;153;63
7744;153;78
7748;153;81
7752;153;63
7756;153;69
7760;153;72
7764;153;69
7768;153;72
7772;153;72
7776;153;60
7780;153;81
7784;153;87
7788;153;99
7792;153;66
7796;153;75
7800;153;63
7804;153;69
7808;153;51
7812;153;69
7816;153;69
7820;153;60
7824;153;78
7828;153;87
7832;153;87
7836;153;75
7840;153;96
7844;153;57
7848;153;63
7852;153;69
7856;153;66
7860;153;69
7864;153;78
7868;153;60
7872;153;60
7876;153;81
7880;153;81
7884;153;87
7888;153;69
7892;153;63
7896;153;69
7900;153;51
7904;153;84
7908;153;72
7912;153;66
7916;153;72
7920;153;63
7924;153;75
7928;153;75
7932;153;99
7936;153;57
7940;153;72
7944;153;66
7948;153;60
7952;153;63
7956;153;72
7960;153;66
7964;153;75
7968;153;78
7972;153;90
7976;153;87
7980;153;81
7984;153;63
7988;153;69
7992;153;51
7996;153;84
8000;153;72
8004;204;87
8008;204;84
8012;204;102
8016;204;75
8020;204;75
8024;204;81
8028;204;75
8032;204;81
8036;204;81
8040;204;78
8044;204;75
8048;204;93
8052;204;72
8056;204;87
8060;204;87
8064;204;102
8068;204;75
8072;204;99
8076;204;69
8080;204;75
8084;204;102
8088;204;102
8092;204;75
8096;204;90
8100;204;93
8104;204;102
8108;204;81
8112;204;93
8116;204;72
8120;204;84
8124;204;84
8128;204;81
