Tiempo_ms,PWM,RPM
1552,0,0.00
1556,0,0.00
1560,0,0.00
1564,0,0.00
1568,0,0.00
1572,0,0.00
1576,0,0.00
1580,0,0.00
1584,0,0.00
1588,0,0.00
1592,0,0.00
1596,0,0.00
1600,0,0.00
1604,0,0.00
1608,0,0.00
1612,0,0.00
1616,0,0.00
1620,0,0.00
1624,0,0.00
1628,0,0.00
1632,0,0.00
1636,0,0.00
1640,0,0.00
1644,0,0.00
1648,0,0.00
1652,0,0.00
1656,0,0.00
1660,0,0.00
1664,0,0.00
1668,0,0.00
1672,0,0.00
1676,0,0.00
1680,0,0.00
1684,0,0.00
1688,0,0.00
1692,0,0.00
1696,0,0.00
1700,0,0.00
1704,0,0.00
1708,0,0.00
1712,0,0.00
1716,0,0.00
1720,0,0.00
1724,0,0.00
1728,0,0.00
1732,0,0.00
1736,0,0.00
1740,0,0.00
1744,0,0.00
1748,0,0.00
1752,0,0.00
1756,0,0.00
1760,0,0.00
1764,0,0.00
1768,0,0.00
1772,0,0.00
1776,0,0.00
1780,0,0.00
1784,0,0.00
1788,0,0.00
1792,0,0.00
1796,0,0.00
1800,0,0.00
1804,0,0.00
1808,0,0.00
1812,0,0.00
1816,0,0.00
1820,0,0.00
1824,0,0.00
1828,0,0.00
1832,0,0.00
1836,0,0.00
1840,0,0.00
1844,0,0.00
1848,0,0.00
1852,0,0.00
1856,0,0.00
1860,0,0.00
1864,0,0.00
1868,0,0.00
1872,0,0.00
1876,0,0.00
1880,0,0.00
1884,0,0.00
1888,0,0.00
1892,0,0.00
1896,0,0.00
1900,0,0.00
1904,0,0.00
1908,0,0.00
1912,0,0.00
1916,0,0.00
1920,0,0.00
1924,0,0.00
1928,0,0.00
1932,0,0.00
1936,0,0.00
1940,0,0.00
1944,0,0.00
1948,0,0.00
1952,0,0.00
1956,0,0.00
1960,0,0.00
1964,0,0.00
1968,0,0.00
1972,0,0.00
1976,0,0.00
1980,0,0.00
1984,0,0.00
1988,0,0.00
1992,0,0.00
1996,0,0.00
2000,20,0.00
2004,20,0.00
2008,20,0.00
2012,20,0.00
2016,20,0.00
2020,20,0.00
2024,20,0.00
2028,20,0.00
2032,20,0.00
2036,20,0.00
2040,20,0.00
2044,20,0.00
2048,20,0.00
2052,20,0.00
2056,20,0.00
2060,20,0.00
2064,20,0.00
2068,20,0.00
2072,20,0.00
2076,20,0.00
2080,20,0.00
2084,20,0.00
2088,20,0.00
2092,20,0.00
2096,20,0.00
2100,20,0.00
2104,20,0.00
2108,20,0.00
2112,20,0.00
2116,20,0.00
2120,20,0.00
2124,20,0.00
2128,20,0.00
2132,20,0.00
2136,20,0.00
2140,20,0.00
2144,20,0.00
2148,20,0.00
2152,20,0.00
2156,20,0.00
2160,20,0.00
2164,20,0.00
2168,20,0.00
2172,20,0.00
2176,20,0.00
2180,20,0.00
2184,20,0.00
2188,20,0.00
2192,20,0.00
2196,20,0.00
2200,20,0.00
2204,20,0.00
2208,20,0.00
2212,20,0.00
2216,20,0.00
2220,20,0.00
2224,20,0.00
2228,20,0.00
2232,20,0.00
2236,20,0.00
2240,20,0.00
2244,20,0.00
2248,20,0.00
2252,20,0.00
2256,20,0.00
2260,20,0.00
2264,20,0.00
2268,20,0.00
2272,20,0.00
2276,20,0.00
2280,20,0.00
2284,20,0.00
2288,20,0.00
2292,20,0.00
2296,20,0.00
2300,20,0.00
2304,20,0.00
2308,20,0.00
2312,20,0.00
2316,20,0.00
2320,20,0.00
2324,20,0.00
2328,20,0.00
2332,20,0.00
2336,20,0.00
2340,20,0.00
2344,20,0.00
2348,20,0.00
2352,20,0.00
2356,20,0.00
2360,20,0.00
2364,20,0.00
2368,20,0.00
2372,20,0.00
2376,20,0.00
2380,20,0.00
2384,20,0.00
2388,20,0.00
2392,20,0.00
2396,20,0.00
2400,20,0.00
2404,20,0.00
2408,20,0.00
2412,20,0.00
2416,20,0.00
2420,20,0.00
2424,20,0.00
2428,20,0.00
2432,20,0.00
2436,20,0.00
2440,20,0.00
2444,20,0.00
2448,20,0.00
2452,20,0.00
2456,20,0.00
2460,20,0.00
2464,20,0.00
2468,20,0.00
2472,20,0.00
2476,20,0.00
2480,20,0.00
2484,20,0.00
2488,20,0.00
2492,20,0.00
2496,20,0.00
2500,20,0.00
2504,20,0.00
2508,20,0.00
2512,20,0.00
2516,20,0.00
2520,20,0.00
2524,20,0.00
2528,20,0.00
2532,20,0.00
2536,20,0.00
2540,20,0.00
2544,20,0.00
2548,20,0.00
2552,20,0.00
2556,20,0.00
2560,20,0.00
2564,20,0.00
2568,20,0.00
2572,20,0.00
2576,20,0.00
2580,20,0.00
2584,20,0.00
2588,20,0.00
2592,20,0.00
2596,20,0.00
2600,20,0.00
2604,20,0.00
2608,20,0.00
2612,20,0.00
2616,20,0.00
2620,20,0.00
2624,20,0.00
2628,20,0.00
2632,20,0.00
2636,20,0.00
2640,20,0.00
2644,20,0.00
2648,20,0.00
2652,20,0.00
2656,20,0.00
2660,20,0.00
2664,20,0.00
2668,20,0.00
2672,20,0.00
2676,20,0.00
2680,20,0.00
2684,20,0.00
2688,20,0.00
2692,20,0.00
2696,20,0.00
2700,20,0.00
2704,20,0.00
2708,20,0.00
2712,20,0.00
2716,20,0.00
2720,20,0.00
2724,20,0.00
2728,20,0.00
2732,20,0.00
2736,20,0.00
2740,20,0.00
2744,20,0.00
2748,20,0.00
2752,20,0.00
2756,20,0.00
2760,20,0.00
2764,20,0.00
2768,20,0.00
2772,20,0.00
2776,20,0.00
2780,20,0.00
2784,20,0.00
2788,20,0.00
2792,20,0.00
2796,20,0.00
2800,20,0.00
2804,20,0.00
2808,20,0.00
2812,20,0.00
2816,20,0.00
2820,20,0.00
2824,20,0.00
2828,20,0.00
2832,20,0.00
2836,20,0.00
2840,20,0.00
2844,20,0.00
2848,20,0.00
2852,20,0.00
2856,20,0.00
2860,20,0.00
2864,20,0.00
2868,20,0.00
2872,20,0.00
2876,20,0.00
2880,20,0.00
2884,20,0.00
2888,20,0.00
2892,20,0.00
2896,20,0.00
2900,20,0.00
2904,20,0.00
2908,20,0.00
2912,20,0.00
2916,20,0.00
2920,20,0.00
2924,20,0.00
2928,20,0.00
2932,20,0.00
2936,20,0.00
2940,20,0.00
2944,20,0.00
2948,20,0.00
2952,20,0.00
2956,20,0.00
2960,20,0.00
2964,20,0.00
2968,20,0.00
2972,20,0.00
2976,20,0.00
2980,20,0.00
2984,20,0.00
2988,20,0.00
2992,20,0.00
2996,20,0.00
3000,20,0.00
3004,20,0.00
3008,20,0.00
3012,20,0.00
3016,20,0.00
3020,20,0.00
3024,20,0.00
3028,20,0.00
3032,20,0.00
3036,20,0.00
3040,20,0.00
3044,20,0.00
3048,20,0.00
3052,20,0.00
3056,20,0.00
3060,20,0.00
3064,20,0.00
3068,20,0.00
3072,20,0.00
3076,20,0.00
3080,20,0.00
3084,20,0.00
3088,20,0.00
3092,20,0.00
3096,20,0.00
3100,20,0.00
3104,20,0.00
3108,20,0.00
3112,20,0.00
3116,20,0.00
3120,20,0.00
3124,20,0.00
3128,20,0.00
3132,20,0.00
3136,20,0.00
3140,20,0.00
3144,20,0.00
3148,20,0.00
3152,20,0.00
3156,20,0.00
3160,20,0.00
3164,20,0.00
3168,20,0.00
3172,20,0.00
3176,20,0.00
3180,20,0.00
3184,20,0.00
3188,20,0.00
3192,20,0.00
3196,20,0.00
3200,20,0.00
3204,20,0.00
3208,20,0.00
3212,20,0.00
3216,20,0.00
3220,20,0.00
3224,20,0.00
3228,20,0.00
3232,20,0.00
3236,20,0.00
3240,20,0.00
3244,20,0.00
3248,20,0.00
3252,20,0.00
3256,20,0.00
3260,20,0.00
3264,20,0.00
3268,20,0.00
3272,20,0.00
3276,20,0.00
3280,20,0.00
3284,20,0.00
3288,20,0.00
3292,20,0.00
3296,20,0.00
3300,20,0.00
3304,20,0.00
3308,20,0.00
3312,20,0.00
3316,20,0.00
3320,20,0.00
3324,20,0.00
3328,20,0.00
3332,20,0.00
3336,20,0.00
3340,20,0.00
3344,20,0.00
3348,20,0.00
3352,20,0.00
3356,20,0.00
3360,20,0.00
3364,20,0.00
3368,20,0.00
3372,20,0.00
3376,20,0.00
3380,20,0.00
3384,20,0.00
3388,20,0.00
3392,20,0.00
3396,20,0.00
3400,20,0.00
3404,20,0.00
3408,20,0.00
3412,20,0.00
3416,20,0.00
3420,20,0.00
3424,20,0.00
3428,20,0.00
3432,20,0.00
3436,20,0.00
3440,20,0.00
3444,20,0.00
3448,20,0.00
3452,20,0.00
3456,20,0.00
3460,20,0.00
3464,20,0.00
3468,20,0.00
3472,20,0.00
3476,20,0.00
3480,20,0.00
3484,20,0.00
3488,20,0.00
3492,20,0.00
3496,20,0.00
3500,20,0.00
3504,20,0.00
3508,20,0.00
3512,20,0.00
3516,20,0.00
3520,20,0.00
3524,20,0.00
3528,20,0.00
3532,20,0.00
3536,20,0.00
3540,20,0.00
3544,20,0.00
3548,20,0.00
3552,20,0.00
3556,20,0.00
3560,20,0.00
3564,20,0.00
3568,20,0.00
3572,20,0.00
3576,20,0.00
3580,20,0.00
3584,20,0.00
3588,20,0.00
3592,20,0.00
3596,20,0.00
3600,20,0.00
3604,20,0.00
3608,20,0.00
3612,20,0.00
3616,20,0.00
3620,20,0.00
3624,20,0.00
3628,20,0.00
3632,20,0.00
3636,20,0.00
3640,20,0.00
3644,20,0.00
3648,20,0.00
3652,20,0.00
3656,20,0.00
3660,20,0.00
3664,20,0.00
3668,20,0.00
3672,20,0.00
3676,20,0.00
3680,20,0.00
3684,20,0.00
3688,20,0.00
3692,20,0.00
3696,20,0.00
3700,20,0.00
3704,20,0.00
3708,20,0.00
3712,20,0.00
3716,20,0.00
3720,20,0.00
3724,20,0.00
3728,20,0.00
3732,20,0.00
3736,20,0.00
3740,20,0.00
3744,20,0.00
3748,20,0.00
3752,20,0.00
3756,20,0.00
3760,20,0.00
3764,20,0.00
3768,20,0.00
3772,20,0.00
3776,20,0.00
3780,20,0.00
3784,20,0.00
3788,20,0.00
3792,20,0.00
3796,20,0.00
3800,20,0.00
3804,20,0.00
3808,20,0.00
3812,20,0.00
3816,20,0.00
3820,20,0.00
3824,20,0.00
3828,20,0.00
3832,20,0.00
3836,20,0.00
3840,20,0.00
3844,20,0.00
3848,20,0.00
3852,20,0.00
3856,20,0.00
3860,20,0.00
3864,20,0.00
3868,20,0.00
3872,20,0.00
3876,20,0.00
3880,20,0.00
3884,20,0.00
3888,20,0.00
3892,20,0.00
3896,20,0.00
3900,20,0.00
3904,20,0.00
3908,20,0.00
3912,20,0.00
3916,20,0.00
3920,20,0.00
3924,20,0.00
3928,20,0.00
3932,20,0.00
3936,20,0.00
3940,20,0.00
3944,20,0.00
3948,20,0.00
3952,20,0.00
3956,20,0.00
3960,20,0.00
3964,20,0.00
3968,20,0.00
3972,20,0.00
3976,20,0.00
3980,20,0.00
3984,20,0.00
3988,20,0.00
3992,20,0.00
3996,20,0.00
4000,40,0.00
4004,40,0.00
4008,40,0.00
4012,40,0.00
4016,40,0.00
4020,40,0.00
4024,40,0.00
4028,40,750.00
4032,40,0.00
4036,40,0.00
4040,40,750.00
4044,40,0.00
4048,40,0.00
4052,40,750.00
4056,40,0.00
4060,40,0.00
4064,40,750.00
4068,40,750.00
4072,40,0.00
4076,40,750.00
4080,40,0.00
4084,40,750.00
4088,40,750.00
4092,40,750.00
4096,40,0.00
4100,40,750.00
4104,40,750.00
4108,40,750.00
4112,40,750.00
4116,40,0.00
4120,40,750.00
4124,40,750.00
4128,40,750.00
4132,40,750.00
4136,40,750.00
4140,40,750.00
4144,40,1500.00
4148,40,750.00
4152,40,750.00
4156,40,750.00
4160,40,750.00
4164,40,1500.00
4168,40,750.00
4172,40,750.00
4176,40,750.00
4180,40,1500.00
4184,40,750.00
4188,40,1500.00
4192,40,750.00
4196,40,750.00
4200,40,1500.00
4204,40,750.00
4208,40,1500.00
4212,40,1500.00
4216,40,750.00
4220,40,1500.00
4224,40,1500.00
4228,40,750.00
4232,40,1500.00
4236,40,1500.00
4240,40,750.00
4244,40,1500.00
4248,40,1500.00
4252,40,1500.00
4256,40,1500.00
4260,40,1500.00
4264,40,750.00
4268,40,1500.00
4272,40,1500.00
4276,40,1500.00
4280,40,1500.00
4284,40,1500.00
4288,40,1500.00
4292,40,1500.00
4296,40,1500.00
4300,40,2250.00
4304,40,1500.00
4308,40,1500.00
4312,40,1500.00
4316,40,1500.00
4320,40,1500.00
4324,40,2250.00
4328,40,1500.00
4332,40,1500.00
4336,40,2250.00
4340,40,1500.00
4344,40,1500.00
4348,40,2250.00
4352,40,1500.00
4356,40,1500.00
4360,40,2250.00
4364,40,1500.00
4368,40,2250.00
4372,40,1500.00
4376,40,2250.00
4380,40,1500.00
4384,40,2250.00
4388,40,2250.00
4392,40,1500.00
4396,40,2250.00
4400,40,2250.00
4404,40,1500.00
4408,40,2250.00
4412,40,2250.00
4416,40,1500.00
4420,40,2250.00
4424,40,2250.00
4428,40,2250.00
4432,40,2250.00
4436,40,1500.00
4440,40,2250.00
4444,40,2250.00
4448,40,2250.00
4452,40,2250.00
4456,40,2250.00
4460,40,2250.00
4464,40,2250.00
4468,40,2250.00
4472,40,2250.00
4476,40,2250.00
4480,40,2250.00
4484,40,2250.00
4488,40,2250.00
4492,40,2250.00
4496,40,2250.00
4500,40,2250.00
4504,40,2250.00
4508,40,2250.00
4512,40,3000.00
4516,40,2250.00
4520,40,2250.00
4524,40,2250.00
4528,40,2250.00
4532,40,3000.00
4536,40,2250.00
4540,40,2250.00
4544,40,2250.00
4548,40,3000.00
4552,40,2250.00
4556,40,2250.00
4560,40,3000.00
4564,40,2250.00
4568,40,3000.00
4572,40,2250.00
4576,40,2250.00
4580,40,3000.00
4584,40,2250.00
4588,40,3000.00
4592,40,2250.00
4596,40,3000.00
4600,40,2250.00
4604,40,3000.00
4608,40,2250.00
4612,40,3000.00
4616,40,2250.00
4620,40,3000.00
4624,40,3000.00
4628,40,2250.00
4632,40,3000.00
4636,40,2250.00
4640,40,3000.00
4644,40,3000.00
4648,40,2250.00
4652,40,3000.00
4656,40,3000.00
4660,40,3000.00
4664,40,2250.00
4668,40,3000.00
4672,40,3000.00
4676,40,3000.00
4680,40,2250.00
4684,40,3000.00
4688,40,3000.00
4692,40,3000.00
4696,40,3000.00
4700,40,2250.00
4704,40,3000.00
4708,40,3000.00
4712,40,3000.00
4716,40,3000.00
4720,40,3000.00
4724,40,3000.00
4728,40,3000.00
4732,40,3000.00
4736,40,3000.00
4740,40,3000.00
4744,40,3000.00
4748,40,3000.00
4752,40,3000.00
4756,40,3000.00
4760,40,3000.00
4764,40,3000.00
4768,40,3000.00
4772,40,3000.00
4776,40,3000.00
4780,40,3000.00
4784,40,3000.00
4788,40,3000.00
4792,40,3750.00
4796,40,3000.00
4800,40,3000.00
4804,40,3000.00
4808,40,3000.00
4812,40,3750.00
4816,40,3000.00
4820,40,3000.00
4824,40,3000.00
4828,40,3000.00
4832,40,3750.00
4836,40,3000.00
4840,40,3000.00
4844,40,3000.00
4848,40,3750.00
4852,40,3000.00
4856,40,3000.00
4860,40,3750.00
4864,40,3000.00
4868,40,3000.00
4872,40,3750.00
4876,40,3000.00
4880,40,3000.00
4884,40,3750.00
4888,40,3000.00
4892,40,3750.00
4896,40,3000.00
4900,40,3750.00
4904,40,3000.00
4908,40,3750.00
4912,40,3000.00
4916,40,3750.00
4920,40,3000.00
4924,40,3750.00
4928,40,3000.00
4932,40,3750.00
4936,40,3000.00
4940,40,3750.00
4944,40,3000.00
4948,40,3750.00
4952,40,3000.00
4956,40,3750.00
4960,40,3750.00
4964,40,3000.00
4968,40,3750.00
4972,40,3000.00
4976,40,3750.00
4980,40,3750.00
4984,40,3000.00
4988,40,3750.00
4992,40,3750.00
4996,40,3000.00
5000,40,3750.00
5004,40,3750.00
5008,40,3750.00
5012,40,3000.00
5016,40,3750.00
5020,40,3750.00
5024,40,3750.00
5028,40,3000.00
5032,40,3750.00
5036,40,3750.00
5040,40,3750.00
5044,40,3750.00
5048,40,3000.00
5052,40,3750.00
5056,40,3750.00
5060,40,3750.00
5064,40,3750.00
5068,40,3000.00
5072,40,3750.00
5076,40,3750.00
5080,40,3750.00
5084,40,3750.00
5088,40,3750.00
5092,40,3750.00
5096,40,3750.00
5100,40,3750.00
5104,40,3750.00
5108,40,3750.00
5112,40,3000.00
5116,40,3750.00
5120,40,3750.00
5124,40,3750.00
5128,40,3750.00
5132,40,3750.00
5136,40,3750.00
5140,40,3750.00
5144,40,3750.00
5148,40,3750.00
5152,40,3750.00
5156,40,4500.00
5160,40,3750.00
5164,40,3750.00
5168,40,3750.00
5172,40,3750.00
5176,40,3750.00
5180,40,3750.00
5184,40,3750.00
5188,40,3750.00
5192,40,3750.00
5196,40,3750.00
5200,40,4500.00
5204,40,3750.00
5208,40,3750.00
5212,40,3750.00
5216,40,3750.00
5220,40,3750.00
5224,40,4500.00
5228,40,3750.00
5232,40,3750.00
5236,40,3750.00
5240,40,3750.00
5244,40,3750.00
5248,40,4500.00
5252,40,3750.00
5256,40,3750.00
5260,40,3750.00
5264,40,4500.00
5268,40,3750.00
5272,40,3750.00
5276,40,3750.00
5280,40,4500.00
5284,40,3750.00
5288,40,3750.00
5292,40,3750.00
5296,40,4500.00
5300,40,3750.00
5304,40,3750.00
5308,40,4500.00
5312,40,3750.00
5316,40,3750.00
5320,40,4500.00
5324,40,3750.00
5328,40,3750.00
5332,40,4500.00
5336,40,3750.00
5340,40,3750.00
5344,40,4500.00
5348,40,3750.00
5352,40,3750.00
5356,40,4500.00
5360,40,3750.00
5364,40,3750.00
5368,40,4500.00
5372,40,3750.00
5376,40,4500.00
5380,40,3750.00
5384,40,4500.00
5388,40,3750.00
5392,40,3750.00
5396,40,4500.00
5400,40,3750.00
5404,40,4500.00
5408,40,3750.00
5412,40,4500.00
5416,40,3750.00
5420,40,3750.00
5424,40,4500.00
5428,40,3750.00
5432,40,4500.00
5436,40,3750.00
5440,40,4500.00
5444,40,3750.00
5448,40,4500.00
5452,40,3750.00
5456,40,4500.00
5460,40,3750.00
5464,40,4500.00
5468,40,3750.00
5472,40,4500.00
5476,40,3750.00
5480,40,4500.00
5484,40,3750.00
5488,40,4500.00
5492,40,3750.00
5496,40,4500.00
5500,40,4500.00
5504,40,3750.00
5508,40,4500.00
5512,40,3750.00
5516,40,4500.00
5520,40,3750.00
5524,40,4500.00
5528,40,4500.00
5532,40,3750.00
5536,40,4500.00
5540,40,3750.00
5544,40,4500.00
5548,40,4500.00
5552,40,3750.00
5556,40,4500.00
5560,40,4500.00
5564,40,3750.00
5568,40,4500.00
5572,40,4500.00
5576,40,3750.00
5580,40,4500.00
5584,40,3750.00
5588,40,4500.00
5592,40,4500.00
5596,40,3750.00
5600,40,4500.00
5604,40,4500.00
5608,40,3750.00
5612,40,4500.00
5616,40,4500.00
5620,40,3750.00
5624,40,4500.00
5628,40,4500.00
5632,40,4500.00
5636,40,3750.00
5640,40,4500.00
5644,40,4500.00
5648,40,3750.00
5652,40,4500.00
5656,40,4500.00
5660,40,4500.00
5664,40,3750.00
5668,40,4500.00
5672,40,4500.00
5676,40,3750.00
5680,40,4500.00
5684,40,4500.00
5688,40,4500.00
5692,40,3750.00
5696,40,4500.00
5700,40,4500.00
5704,40,4500.00
5708,40,3750.00
5712,40,4500.00
5716,40,4500.00
5720,40,4500.00
5724,40,4500.00
5728,40,4500.00
5732,40,3750.00
5736,40,4500.00
5740,40,4500.00
5744,40,4500.00
5748,40,3750.00
5752,40,4500.00
5756,40,4500.00
5760,40,4500.00
5764,40,4500.00
5768,40,4500.00
5772,40,3750.00
5776,40,4500.00
5780,40,4500.00
5784,40,4500.00
5788,40,4500.00
5792,40,4500.00
5796,40,4500.00
5800,40,3750.00
5804,40,4500.00
5808,40,4500.00
5812,40,4500.00
5816,40,4500.00
5820,40,4500.00
5824,40,4500.00
5828,40,3750.00
5832,40,4500.00
5836,40,4500.00
5840,40,4500.00
5844,40,4500.00
5848,40,4500.00
5852,40,4500.00
5856,40,3750.00
5860,40,4500.00
5864,40,4500.00
5868,40,4500.00
5872,40,4500.00
5876,40,4500.00
5880,40,4500.00
5884,40,4500.00
5888,40,4500.00
5892,40,4500.00
5896,40,4500.00
5900,40,4500.00
5904,40,4500.00
5908,40,3750.00
5912,40,4500.00
5916,40,4500.00
5920,40,4500.00
5924,40,4500.00
5928,40,4500.00
5932,40,4500.00
5936,40,4500.00
5940,40,4500.00
5944,40,4500.00
5948,40,4500.00
5952,40,4500.00
5956,40,4500.00
5960,40,4500.00
5964,40,4500.00
5968,40,4500.00
5972,40,4500.00
5976,40,4500.00
5980,40,4500.00
5984,40,4500.00
5988,40,4500.00
5992,40,4500.00
5996,40,4500.00
6000,60,4500.00
6004,60,4500.00
6008,60,4500.00
6012,60,4500.00
6016,60,4500.00
6020,60,4500.00
6024,60,5250.00
6028,60,4500.00
6032,60,4500.00
6036,60,5250.00
6040,60,4500.00
6044,60,5250.00
6048,60,4500.00
6052,60,5250.00
6056,60,5250.00
6060,60,4500.00
6064,60,5250.00
6068,60,5250.00
6072,60,5250.00
6076,60,5250.00
6080,60,5250.00
6084,60,5250.00
6088,60,5250.00
6092,60,5250.00
6096,60,5250.00
6100,60,5250.00
6104,60,5250.00
6108,60,6000.00
6112,60,5250.00
6116,60,5250.00
6120,60,6000.00
6124,60,5250.00
6128,60,6000.00
6132,60,5250.00
6136,60,5250.00
6140,60,6000.00
6144,60,6000.00
6148,60,5250.00
6152,60,6000.00
6156,60,6000.00
6160,60,6000.00
6164,60,5250.00
6168,60,6000.00
6172,60,6000.00
6176,60,6000.00
6180,60,6000.00
6184,60,6000.00
6188,60,6000.00
6192,60,6000.00
6196,60,6000.00
6200,60,6000.00
6204,60,6000.00
6208,60,6750.00
6212,60,6000.00
6216,60,6000.00
6220,60,6000.00
6224,60,6000.00
6228,60,6750.00
6232,60,6000.00
6236,60,6750.00
6240,60,6000.00
6244,60,6000.00
6248,60,6750.00
6252,60,6750.00
6256,60,6000.00
6260,60,6750.00
6264,60,6000.00
6268,60,6750.00
6272,60,6750.00
6276,60,6000.00
6280,60,6750.00
6284,60,6750.00
6288,60,6750.00
6292,60,6000.00
6296,60,6750.00
6300,60,6750.00
6304,60,6750.00
6308,60,6750.00
6312,60,6750.00
6316,60,6750.00
6320,60,6750.00
6324,60,6750.00
6328,60,6750.00
6332,60,6750.00
6336,60,7500.00
6340,60,6750.00
6344,60,6750.00
6348,60,7500.00
6352,60,6750.00
6356,60,6750.00
6360,60,6750.00
6364,60,7500.00
6368,60,6750.00
6372,60,6750.00
6376,60,6750.00
6380,60,7500.00
6384,60,6750.00
6388,60,7500.00
6392,60,6750.00
6396,60,6750.00
6400,60,7500.00
6404,60,6750.00
6408,60,7500.00
6412,60,6750.00
6416,60,7500.00
6420,60,6750.00
6424,60,7500.00
6428,60,7500.00
6432,60,6750.00
6436,60,7500.00
6440,60,7500.00
6444,60,6750.00
6448,60,7500.00
6452,60,7500.00
6456,60,6750.00
6460,60,7500.00
6464,60,7500.00
6468,60,7500.00
6472,60,7500.00
6476,60,6750.00
6480,60,7500.00
6484,60,7500.00
6488,60,7500.00
6492,60,7500.00
6496,60,7500.00
6500,60,7500.00
6504,60,7500.00
6508,60,6750.00
6512,60,7500.00
6516,60,7500.00
6520,60,7500.00
6524,60,7500.00
6528,60,7500.00
6532,60,8250.00
6536,60,7500.00
6540,60,7500.00
6544,60,7500.00
6548,60,7500.00
6552,60,7500.00
6556,60,7500.00
6560,60,7500.00
6564,60,7500.00
6568,60,8250.00
6572,60,7500.00
6576,60,7500.00
6580,60,7500.00
6584,60,7500.00
6588,60,7500.00
6592,60,8250.00
6596,60,7500.00
6600,60,7500.00
6604,60,7500.00
6608,60,8250.00
6612,60,7500.00
6616,60,7500.00
6620,60,8250.00
6624,60,7500.00
6628,60,7500.00
6632,60,8250.00
6636,60,7500.00
6640,60,7500.00
6644,60,8250.00
6648,60,7500.00
6652,60,7500.00
6656,60,8250.00
6660,60,7500.00
6664,60,8250.00
6668,60,7500.00
6672,60,8250.00
6676,60,7500.00
6680,60,7500.00
6684,60,8250.00
6688,60,7500.00
6692,60,8250.00
6696,60,7500.00
6700,60,8250.00
6704,60,7500.00
6708,60,8250.00
6712,60,7500.00
6716,60,8250.00
6720,60,7500.00
6724,60,8250.00
6728,60,8250.00
6732,60,7500.00
6736,60,8250.00
6740,60,7500.00
6744,60,8250.00
6748,60,8250.00
6752,60,7500.00
6756,60,8250.00
6760,60,7500.00
6764,60,8250.00
6768,60,8250.00
6772,60,7500.00
6776,60,8250.00
6780,60,7500.00
6784,60,8250.00
6788,60,8250.00
6792,60,8250.00
6796,60,7500.00
6800,60,8250.00
6804,60,8250.00
6808,60,7500.00
6812,60,8250.00
6816,60,8250.00
6820,60,7500.00
6824,60,8250.00
6828,60,8250.00
6832,60,8250.00
6836,60,7500.00
6840,60,8250.00
6844,60,8250.00
6848,60,8250.00
6852,60,7500.00
6856,60,8250.00
6860,60,8250.00
6864,60,8250.00
6868,60,8250.00
6872,60,7500.00
6876,60,8250.00
6880,60,8250.00
6884,60,8250.00
6888,60,8250.00
6892,60,7500.00
6896,60,8250.00
6900,60,8250.00
6904,60,8250.00
6908,60,8250.00
6912,60,8250.00
6916,60,7500.00
6920,60,8250.00
6924,60,8250.00
6928,60,8250.00
6932,60,8250.00
6936,60,8250.00
6940,60,8250.00
6944,60,7500.00
6948,60,8250.00
6952,60,8250.00
6956,60,8250.00
6960,60,8250.00
6964,60,8250.00
6968,60,8250.00
6972,60,8250.00
6976,60,8250.00
6980,60,7500.00
6984,60,8250.00
6988,60,8250.00
6992,60,8250.00
6996,60,8250.00
7000,60,8250.00
7004,60,8250.00
7008,60,8250.00
7012,60,8250.00
7016,60,8250.00
7020,60,8250.00
7024,60,8250.00
7028,60,8250.00
7032,60,7500.00
7036,60,9000.00
7040,60,7500.00
7044,60,8250.00
7048,60,8250.00
7052,60,8250.00
7056,60,8250.00
7060,60,8250.00
7064,60,8250.00
7068,60,8250.00
7072,60,8250.00
7076,60,8250.00
7080,60,8250.00
7084,60,8250.00
7088,60,8250.00
7092,60,8250.00
7096,60,8250.00
7100,60,8250.00
7104,60,8250.00
7108,60,8250.00
7112,60,8250.00
7116,60,8250.00
7120,60,8250.00
7124,60,8250.00
7128,60,8250.00
7132,60,8250.00
7136,60,9000.00
7140,60,7500.00
7144,60,9000.00
7148,60,8250.00
7152,60,8250.00
7156,60,8250.00
7160,60,8250.00
7164,60,8250.00
7168,60,8250.00
7172,60,8250.00
7176,60,8250.00
7180,60,8250.00
7184,60,8250.00
7188,60,8250.00
7192,60,8250.00
7196,60,8250.00
7200,60,8250.00
7204,60,8250.00
7208,60,8250.00
7212,60,8250.00
7216,60,9000.00
7220,60,8250.00
7224,60,8250.00
7228,60,8250.00
7232,60,8250.00
7236,60,8250.00
7240,60,8250.00
7244,60,8250.00
7248,60,8250.00
7252,60,8250.00
7256,60,8250.00
7260,60,9000.00
7264,60,8250.00
7268,60,8250.00
7272,60,8250.00
7276,60,8250.00
7280,60,8250.00
7284,60,8250.00
7288,60,8250.00
7292,60,8250.00
7296,60,9000.00
7300,60,7500.00
7304,60,9000.00
7308,60,8250.00
7312,60,8250.00
7316,60,8250.00
7320,60,8250.00
7324,60,8250.00
7328,60,8250.00
7332,60,9000.00
7336,60,7500.00
7340,60,9000.00
7344,60,8250.00
7348,60,8250.00
7352,60,8250.00
7356,60,8250.00
7360,60,8250.00
7364,60,8250.00
7368,60,9000.00
7372,60,8250.00
7376,60,8250.00
7380,60,8250.00
7384,60,8250.00
7388,60,8250.00
7392,60,8250.00
7396,60,9000.00
7400,60,7500.00
7404,60,9000.00
