Tiempo_ms,PWM,RPM
4,0,0.00
8,0,0.00
12,0,0.00
16,0,0.00
20,0,0.00
24,0,0.00
28,0,0.00
32,0,0.00
36,0,0.00
40,0,0.00
44,0,0.00
48,0,0.00
52,0,0.00
56,0,0.00
60,0,0.00
64,0,0.00
68,0,0.00
72,0,0.00
76,0,0.00
80,0,0.00
84,0,0.00
88,0,0.00
92,0,0.00
96,0,0.00
100,0,0.00
104,0,0.00
108,0,0.00
112,0,0.00
116,0,0.00
120,0,0.00
124,0,0.00
128,0,0.00
132,0,0.00
136,0,0.00
140,0,0.00
144,0,0.00
148,0,0.00
152,0,0.00
156,0,0.00
160,0,0.00
164,0,0.00
168,0,0.00
172,0,0.00
176,0,0.00
180,0,0.00
184,0,0.00
188,0,0.00
192,0,0.00
196,0,0.00
200,0,0.00
204,0,0.00
208,0,0.00
212,0,0.00
216,0,0.00
220,0,0.00
224,0,0.00
228,0,0.00
232,0,0.00
236,0,0.00
240,0,0.00
244,0,0.00
248,0,0.00
252,0,0.00
256,0,0.00
260,0,0.00
264,0,0.00
268,0,0.00
272,0,0.00
276,0,0.00
280,0,0.00
284,0,0.00
288,0,0.00
292,0,0.00
296,0,0.00
300,0,0.00
304,0,0.00
308,0,0.00
312,0,0.00
316,0,0.00
320,0,0.00
324,0,0.00
328,0,0.00
332,0,0.00
336,0,0.00
340,0,0.00
344,0,0.00
348,0,0.00
352,0,0.00
356,0,0.00
360,0,0.00
364,0,0.00
368,0,0.00
372,0,0.00
376,0,0.00
380,0,0.00
384,0,0.00
388,0,0.00
392,0,0.00
396,0,0.00
400,0,0.00
404,0,0.00
408,0,0.00
412,0,0.00
416,0,0.00
420,0,0.00
424,0,0.00
428,0,0.00
432,0,0.00
436,0,0.00
440,0,0.00
444,0,0.00
448,0,0.00
452,0,0.00
456,0,0.00
460,0,0.00
464,0,0.00
468,0,0.00
472,0,0.00
476,0,0.00
480,0,0.00
484,0,0.00
488,0,0.00
492,0,0.00
496,0,0.00
500,0,0.00
504,0,0.00
508,0,0.00
512,0,0.00
516,0,0.00
520,0,0.00
524,0,0.00
528,0,0.00
532,0,0.00
536,0,0.00
540,0,0.00
544,0,0.00
548,0,0.00
552,0,0.00
556,0,0.00
560,0,0.00
564,0,0.00
568,0,0.00
572,0,0.00
576,0,0.00
580,0,0.00
584,0,0.00
588,0,0.00
592,0,0.00
596,0,0.00
600,0,0.00
604,0,0.00
608,0,0.00
612,0,0.00
616,0,0.00
620,0,0.00
624,0,0.00
628,0,0.00
632,0,0.00
636,0,0.00
640,0,0.00
644,0,0.00
648,0,0.00
652,0,0.00
656,0,0.00
660,0,0.00
664,0,0.00
668,0,0.00
672,0,0.00
676,0,0.00
680,0,0.00
684,0,0.00
688,0,0.00
692,0,0.00
696,0,0.00
700,0,0.00
704,0,0.00
708,0,0.00
712,0,0.00
716,0,0.00
720,0,0.00
724,0,0.00
728,0,0.00
732,0,0.00
736,0,0.00
740,0,0.00
744,0,0.00
748,0,0.00
752,0,0.00
756,0,0.00
760,0,0.00
764,0,0.00
768,0,0.00
772,0,0.00
776,0,0.00
780,0,0.00
784,0,0.00
788,0,0.00
792,0,0.00
796,0,0.00
800,0,0.00
804,0,0.00
808,0,0.00
812,0,0.00
816,0,0.00
820,0,0.00
824,0,0.00
828,0,0.00
832,0,0.00
836,0,0.00
840,0,0.00
844,0,0.00
848,0,0.00
852,0,0.00
856,0,0.00
860,0,0.00
864,0,0.00
868,0,0.00
872,0,0.00
876,0,0.00
880,0,0.00
884,0,0.00
888,0,0.00
892,0,0.00
896,0,0.00
900,0,0.00
904,0,0.00
908,0,0.00
912,0,0.00
916,0,0.00
920,0,0.00
924,0,0.00
928,0,0.00
932,0,0.00
936,0,0.00
940,0,0.00
944,0,0.00
948,0,0.00
952,0,0.00
956,0,0.00
960,0,0.00
964,0,0.00
968,0,0.00
972,0,0.00
976,0,0.00
980,0,0.00
984,0,0.00
988,0,0.00
992,0,0.00
996,0,0.00
1000,0,0.00
1004,0,0.00
1008,0,0.00
1012,0,0.00
1016,0,0.00
1020,0,0.00
1024,0,0.00
1028,0,0.00
1032,0,0.00
1036,0,0.00
1040,0,0.00
1044,0,0.00
1048,0,0.00
1052,0,0.00
1056,0,0.00
1060,0,0.00
1064,0,0.00
1068,0,0.00
1072,0,0.00
1076,0,0.00
1080,0,0.00
1084,0,0.00
1088,0,0.00
1092,0,0.00
1096,0,0.00
1100,0,0.00
1104,0,0.00
1108,0,0.00
1112,0,0.00
1116,0,0.00
1120,0,0.00
1124,0,0.00
1128,0,0.00
1132,0,0.00
1136,0,0.00
1140,0,0.00
1144,0,0.00
1148,0,0.00
1152,0,0.00
1156,0,0.00
1160,0,0.00
1164,0,0.00
1168,0,0.00
1172,0,0.00
1176,0,0.00
1180,0,0.00
1184,0,0.00
1188,0,0.00
1192,0,0.00
1196,0,0.00
1200,0,0.00
1204,0,0.00
1208,0,0.00
1212,0,0.00
1216,0,0.00
1220,0,0.00
1224,0,0.00
1228,0,0.00
1232,0,0.00
1236,0,0.00
1240,0,0.00
1244,0,0.00
1248,0,0.00
1252,0,0.00
1256,0,0.00
1260,0,0.00
1264,0,0.00
1268,0,0.00
1272,0,0.00
1276,0,0.00
1280,0,0.00
1284,0,0.00
1288,0,0.00
1292,0,0.00
1296,0,0.00
1300,0,0.00
1304,0,0.00
1308,0,0.00
1312,0,0.00
1316,0,0.00
1320,0,0.00
1324,0,0.00
1328,0,0.00
1332,0,0.00
1336,0,0.00
1340,0,0.00
1344,0,0.00
1348,0,0.00
1352,0,0.00
1356,0,0.00
1360,0,0.00
1364,0,0.00
1368,0,0.00
1372,0,0.00
1376,0,0.00
1380,0,0.00
1384,0,0.00
1388,0,0.00
1392,0,0.00
1396,0,0.00
1400,0,0.00
1404,0,0.00
1408,0,0.00
1412,0,0.00
1416,0,0.00
1420,0,0.00
1424,0,0.00
1428,0,0.00
1432,0,0.00
1436,0,0.00
1440,0,0.00
1444,0,0.00
1448,0,0.00
1452,0,0.00
1456,0,0.00
1460,0,0.00
1464,0,0.00
1468,0,0.00
1472,0,0.00
1476,0,0.00
1480,0,0.00
1484,0,0.00
1488,0,0.00
1492,0,0.00
1496,0,0.00
1500,0,0.00
1504,0,0.00
1508,0,0.00
1512,0,0.00
1516,0,0.00
1520,0,0.00
1524,0,0.00
1528,0,0.00
1532,0,0.00
1536,0,0.00
1540,0,0.00
1544,0,0.00
1548,0,0.00
